code	value_en	description_en	synonym	chrLocation	chrBand	tissueType	codesystem	description_code
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3)	Tumour TYPE: AML	54904,ENSG00000147548,Q9BZ95,WHSC1L1	8:38317956-38348171	8p12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=54904
WIF1	WNT inhibitory factor 1	Tumour TYPE: pleomorphic salivary gland adenoma	11197,ENSG00000156076,Q9Y5W5,WIF1	12:65051349-65121191	12q14.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=11197
WNK2	WNK lysine deficient protein kinase 2	Tumour TYPE: gastric cancer	65268,ENSG00000165238,PRKWNK2,Q9Y3S1,WNK2	9:93184972-93318027	9q22.31	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=65268
WRN	Werner syndrome (RECQL2)		7486,ENSG00000165392,Q14191,WRN	8:31058448-31173102	8p12-p11.2	L,E,M,O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7486
WT1	Wilms tumour 1 gene	Tumour TYPE: Wilms tumour, desmoplastic small round cell tumour	7490,ENSG00000184937,GUD,WT1	11:32389058-32435141	11p13	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7490
WWTR1	WW domain containing transcription regulator 1	Tumour TYPE: epithelioid haemangioendothelioma	25937,ENSG00000018408,Q9GZV5,WWTR1	3:149520805-149657306	3q23-q24	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=25937
XPA	xeroderma pigmentosum, complementation group A		7507,ENSG00000136936,P23025,XPA	9:97675439-97697292	9q22.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7507
XPC	xeroderma pigmentosum, complementation group C		7508,ENSG00000154767,Q01831,XPC	3:14145941-14178568	3p25	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7508
XPO1	exportin 1 (CRM1 homolog, yeast)	Tumour TYPE: CLL	7514,ENSG00000082898,O14980,XPO1	2:61478820-61533897	2p15	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7514
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)	Tumour TYPE: endometrial stromal sarcoma	7531,ENSG00000108953,P62258,YWHAE	17:1345447-1400110	17p13.3	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7531
ZBTB16	zinc finger and BTB domain containing 16	Tumour TYPE: APL	7704,ENSG00000109906,Q05516,ZBTB16,ZNF145	11:114063302-114250556	11q23.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7704
ZCCHC8	zinc finger, CCHC domain containing 8	Tumour TYPE: Spitzoid tumour	55596,ENSG00000033030,Q6NZY4,ZCCHC8	12:122473497-122500840	12q24.31	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=55596
ZEB1	zinc finger E-box binding homeobox 1	Tumour TYPE: CCRCC, melanoma	6935,ENSG00000148516,P37275,PPCD3,TCF8,ZEB1	10:31319235-31527264	10p11.22	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=6935
ZFHX3	zinc finger homeobox 3	Tumour TYPE: endometrial, gastric, prostate	463,ATBF1,ENSG00000140836,Q15911,ZFHX3	16:72787164-72960145	16q22.3	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=463
ZMYM3	zinc finger MYM-type containing 3	Tumour TYPE: CRC, breast cancer	9203,ENSG00000147130,Q14202,ZMYM3,ZNF261	X:71240916-71253255	Xq13.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=9203
ZNF198	zinc finger protein 198	Tumour TYPE: MPN, NHL	7750,ENSG00000121741,Q9UBW7,ZMYM2,ZNF198	13:19993073-20086014	13q11-q12	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=7750
ZNF278	zinc finger protein 278 (ZSG)	Tumour TYPE: Ewing sarcoma	23598,ENSG00000100105,PATZ1,Q9HBE1,ZNF278	22:31326891-31345602	22q12-q14	M	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=23598
ZNF331	zinc finger protein 331	Tumour TYPE: follicular thyroid adenoma	55422,ENSG00000130844,Q9NQX6,ZNF331	19:53569378-53577953	19q13.3-q13.4	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=55422
ZNF384	zinc finger protein 384 (CIZ/NMP4)	Tumour TYPE: ALL	171017,ENSG00000126746,Q8TF68,TNRC1,ZNF384	12:6667714-6679520	12p13	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=171017
ZNF429	zinc finger protein 429	Tumour TYPE: GBM	353088,ENSG00000197013,Q86V71,ZNF429	19:21505772-21538078	19p12	O	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=353088
ZNF479	zinc finger protein 479	Tumour TYPE: lung cancer, bladder carcinoma, prostate carcinoma	90827,ENSG00000185177,Q96JC4,ZNF479	7:57119840-57132324	7p11.2	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=90827
ZNF521	zinc finger protein 521	Tumour TYPE: ALL	25925,ENSG00000198795,Q96K83,ZNF521	18:25062712-25350946	18q11.2	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=25925
ZNRF3	zinc and ring finger 3	Tumour TYPE: colorectal cancer, adrenocortical carcinoma, gastric cancer	84133,ENSG00000183579,Q9ULT6,ZNRF3	22:28987076-29053622	22q12.1	E	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=84133
ZRSR2	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2	Tumour TYPE: MDS, CLL	8233,ENSG00000169249,Q15696,U2AF1L2,ZRSR2	X:15790496-15823242	Xp22.1	L	COSMIC	https://www.ncbi.nlm.nih.gov/gene/?term=8233
