id	gene	label	synonym	chrLocation	refSeqId	locusType	linkPubmed	linkEnsembl
HGNC:32257	FAM90A9	family with sequence similarity 90, member A9	OTTHUMG00000139096	8p23.1	XM_496956	gene with protein product	NA	ENSG00000235825
HGNC:17937	CUZD1	CUB and zona pellucida-like domains 1	UO-44|ERG-1	10q26.13	NM_022034	gene with protein product	10542259	ENSG00000138161
HGNC:26066	TUG1	taurine upregulated 1 (non-protein coding)	NCRNA00080|FLJ20618	22q12.2	NR_002323	gene with no protein product	15797018	ENSG00000182457
HGNC:10385	RPS12	ribosomal protein S12	NA	6q23	NM_001016	gene with protein product	1861993, 9582194	ENSG00000112306
HGNC:21079	PBOV1	prostate and breast cancer overexpressed 1	UROC28|UC28	6q23-q24	NM_021635	gene with protein product	12553037, 11156405	NA
HGNC:998	BCL3	B-cell CLL/lymphoma 3	NA	19q13.1-q13.2	NM_005178	gene with protein product	1501714, 2180580	ENSG00000069399
HGNC:9241	PPBPL1	pro-platelet basic protein-like 1	TGB2	4q13.3	NM_001144760	unknown	1316786	ENSG00000229545
HGNC:29960	OSCAR	osteoclast associated, immunoglobulin-like receptor	NA	19q13.42	NM_130771	gene with protein product	11805147	ENSG00000170909
HGNC:3700	FH	fumarate hydratase	fumarase	1q42.1	NM_000143	gene with protein product	NA	ENSG00000091483
HGNC:24264	PPPDE1	PPPDE peptidase domain containing 1	CGI-146|FLJ21998	1q44	NM_016076	gene with protein product	10810093	ENSG00000121644
HGNC:26483	GLT1D1	glycosyltransferase 1 domain containing 1	FLJ31978	12q24.32	NM_144669	gene with protein product	NA	ENSG00000151948
HGNC:29913	ZC3HC1	zinc finger, C3HC-type containing 1	FBXO50|NIPA	7q32.2	NM_016478	gene with protein product	11042152	ENSG00000091732
HGNC:24217	CIR1	corepressor interacting with RBPJ, 1	CIR	2q31.1	NM_004882	gene with protein product	15652350, 11222720, 9874765	ENSG00000138433
HGNC:15872	C20orf26	chromosome 20 open reading frame 26	dJ1002M8.3|DKFZP434K156	20p11.23	NM_001167816	gene with protein product	11780052	ENSG00000089101
HGNC:29334	ZFYVE28	zinc finger, FYVE domain containing 28	KIAA1643	4p16.3	NM_001172656	gene with protein product	10997877	ENSG00000159733
HGNC:13606	KDM2A	lysine (K)-specific demethylase 2A	KIAA1004|JHDM1A|CXXC8|FLJ00115|LILINA|FBL7|DKFZP434M1735|FBL11	11q13.1	NM_012308	gene with protein product	10231032, 10531037	ENSG00000173120
HGNC:4503	GPR45	G protein-coupled receptor 45	PSP24A|PSP24	2q11.1-q12	NM_007227	gene with protein product	10036181	ENSG00000135973
HGNC:36269	RPL35AP32	ribosomal protein L35a pseudogene 32	NA	15q22	NG_010061	pseudogene	19123937	NA
HGNC:38488	TRIM60P16	tripartite motif-containing 60 pseudogene 16	NA	7p11.2	NG_022536	pseudogene	NA	NA
HGNC:23103	NANOGP5	Nanog homeobox pseudogene 5	NA	9q31.1	NG_004101	pseudogene	15233988	NA
HGNC:25322	C12orf29	chromosome 12 open reading frame 29	DKFZp434N2030	12q21.32	NM_001009894	gene with protein product	14702039	ENSG00000133641
HGNC:8790	PDE6H	phosphodiesterase 6H, cGMP-specific, cone, gamma	NA	12p13	NM_006205	gene with protein product	8786098	ENSG00000139053
HGNC:35547	RPL22P21	ribosomal protein L22 pseudogene 21	NA	17p12	NG_010494	pseudogene	19123937	NA
HGNC:1589	CCNE1	cyclin E1	NA	19q12	NM_001238	gene with protein product	1833066	ENSG00000105173
HGNC:11499	SYNGR2	synaptogyrin 2	NA	17q25.3	NM_004710	gene with protein product	9760194	ENSG00000108639
HGNC:19754	IFI27L1	interferon, alpha-inducible protein 27-like 1	NA	14q32.13	NM_145249	gene with protein product	NA	ENSG00000165948
HGNC:36250	RPL36AP20	ribosomal protein L36a pseudogene 20	NA	5q33.1	NG_011160	pseudogene	19123937	NA
HGNC:16569	RPL36P4	ribosomal protein L36 pseudogene 4	dJ477O4.3	20q11.2	NG_000993	pseudogene	19123937	ENSG00000224497
HGNC:31133	UBQLN4P1	ubiquilin 4 pseudogene 1	C3orf12	3q24	NG_005662	pseudogene	NA	NA
HGNC:18788	KLRK1	killer cell lectin-like receptor subfamily K, member 1	KLR|CD314|NKG2D|NKG2-D	12p13.2-p12.3	NM_007360	gene with protein product	9683661, 2007850	ENSG00000213809
HGNC:2742	DDX19B	DEAD (Asp-Glu-Ala-As) box polypeptide 19B	DBP5	16q22.3	NM_001014449	gene with protein product	10428971	ENSG00000157349
HGNC:11117	SMN1	survival of motor neuron 1, telomeric	SMA3|BCD541|SMA2|SMA1|SMNT	5q13.2	NM_022874	gene with protein product	7813012	ENSG00000172062
HGNC:8916	PHBP4	prohibitin pseudogene 4	NA	2q21	NA	pseudogene	8244394	NA
HGNC:16813	DYSFIP1	dysferlin interacting protein 1	toonin	17q25.3	NM_001007533	gene with protein product	NA	ENSG00000182676
HGNC:12418	TUBG1P	tubulin, gamma 1 pseudogene	NA	7p13	NG_009488	pseudogene	10903841	NA
HGNC:30794	CEP57	centrosomal protein 57kDa	TSP57|KIAA0092|Translokin	11q21	NM_014679	gene with protein product	7788527	ENSG00000166037
HGNC:26918	SMAGP	small cell adhesion glycoprotein	MGC149453|MGC149454|hSMAGP	12q13.13	NM_001031628	gene with protein product	15021913	ENSG00000170545
HGNC:7290	MRX57	mental retardation, X-linked 57	NA	X	NA	phenotype only	NA	NA
HGNC:862	ATP6V1G2	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	Em:AC004181.3|Vma10|NG38	6p21.3	NM_130463	gene with protein product	10202016	ENSG00000206445
HGNC:35047	TRNAI29P	transfer RNA isoleucine 29 (anticodon AAU) pseudogene	NA	12q24.33	NG_008532	RNA, pseudogene	NA	NA
HGNC:3369	ENUR1	enuresis, nocturnal 1	NA	13q13-q14.3	NA	phenotype only	7670476	NA
HGNC:34369	RN5S8	RNA, 5S ribosomal 8	NA	1q42	NR_023370	RNA, ribosomal	NA	NA
HGNC:4995	HMGB1L3	high-mobility group box 1-like 3	NA	2q37.1	NG_000883	pseudogene	9925949	NA
HGNC:36588	RPL7AP24	ribosomal protein L7a pseudogene 24	NA	3q24	NG_010997	pseudogene	19123937	NA
HGNC:21203	UNC5CL	unc-5 homolog C (C. elegans)-like	MGC34763|ZUD	6p21.1	NM_173561	gene with protein product	14769797	ENSG00000124602
HGNC:9379	PRKAB2	protein kinase, AMP-activated, beta 2 non-catalytic subunit	NA	1q21.2	NM_005399	gene with protein product	8557660	ENSG00000131791
HGNC:12497	UBE3AP1	ubiquitin protein ligase E3A pseudogene 1	NA	2q11.1	NG_002381	pseudogene	9465301	NA
HGNC:993	BCL2L10	BCL2-like 10 (apoptosis facilitator)	Boo|BCL-B|Diva	15q21	NM_020396	gene with protein product	9829980, 9878060	ENSG00000137875
HGNC:33834	ETV3L	ets variant 3-like	FLJ16478	1q23.1	NM_001004341	gene with protein product	NA	ENSG00000172018
HGNC:31615	MIR28	microRNA 28	hsa-mir-28	3q28	NR_029502	RNA, micro	NA	ENSG00000207651
HGNC:3825	FPGT	fucose-1-phosphate guanylyltransferase	GFPP	1p31.1	NM_003838	gene with protein product	9804772	ENSG00000116783
HGNC:35474	ARAF3P	v-raf murine sarcoma 3611 viral oncogene homolog 3, pseudogene	NA	7q11.21	NG_003157	pseudogene	NA	NA
HGNC:24166	FAM84B	family with sequence similarity 84, member B	NSE2|BCMP101	8q24.13	NM_174911	gene with protein product	12477722	ENSG00000168672
HGNC:35427	PATE4	prostate and testis expressed 4	FLJ41047|PATE-B	11q24.2	NM_001144874	gene with protein product	18390568	ENSG00000237353
HGNC:16740	ZBTB11	zinc finger and BTB domain containing 11	ZNF-U69274	3q12.3	NM_014415	gene with protein product	NA	ENSG00000066422
HGNC:5624	IGHV3-74	immunoglobulin heavy variable 3-74	NA	14q32.32-q32.33	NG_001019	immunoglobulin gene	NA	ENSG00000224650
HGNC:11623	TCF12	transcription factor 12	HsT17266|HEB|bHLHb20|HTF4	15q21	NM_003205	gene with protein product	1886779	ENSG00000140262
HGNC:29859	ABI3	ABI family, member 3	NESH|SSH3BP3	17q21.3	NM_001135186	gene with protein product	10978530, 11956071	ENSG00000108798
HGNC:35094	TRNAK41P	transfer RNA lysine 41 (anticodon UUU) pseudogene	NA	8p22	NG_008577	RNA, pseudogene	NA	NA
HGNC:18912	KRTAP9-1	keratin associated protein 9-1	KAP9.1	17q21.2	NM_001190460	gene with protein product	NA	ENSG00000240542
HGNC:5637	IGHV3OR16-13	immunoglobulin heavy variable 3/OR16-13 (non-functional)	IGHV3/OR16-13	16p11.2	NA	immunoglobulin gene	NA	NA
HGNC:11753	TFEB	transcription factor EB	bHLHe35|TCFEB	6p21	NM_001167827	gene with protein product	2115126	ENSG00000112561
HGNC:13972	OR5V1	olfactory receptor, family 5, subfamily V, member 1	hs6M1-21	6	NM_030876	gene with protein product	NA	ENSG00000112461
HGNC:11706	TDGF6	teratocarcinoma-derived growth factor 6, pseudogene	CRIPTO-6|CR-6	3q22	NG_012350	pseudogene	10393436	NA
HGNC:5000	HMGB2	high-mobility group box 2	NA	4q31	NM_001130688	gene with protein product	1754403	ENSG00000164104
HGNC:8246	OR2F1	olfactory receptor, family 2, subfamily F, member 1	OR7-140|OR14-60|OR7-139|OLF3	7q35	NM_012369	gene with protein product	9500546	ENSG00000213215
HGNC:23020	U2AF1L4	U2 small nuclear RNA auxiliary factor 1-like 4	U2af26|MGC33901	19q13.13	NM_001040425	gene with protein product	8586425, 11739736	ENSG00000161265
HGNC:33245	TRNAV6	transfer RNA valine 6 (anticodon CAC)	NA	5q35.3	NA	RNA, transfer	2766931	NA
HGNC:14267	PCDH17	protocadherin 17	PCH68|PCDH68	13q21.1	NM_001040429	gene with protein product	10835267	ENSG00000118946
HGNC:38315	MIR3119-2	microRNA 3119-2	hsa-mir-3119-2	1	NA	RNA, micro	NA	NA
HGNC:38052	AGGF1P2	angiogenic factor with G patch and FHA domains 1 pseudogene 2	NA	10q26.3	NG_005569	pseudogene	NA	NA
HGNC:6947	MCM4	minichromosome maintenance complex component 4	hCdc21|P1-Cdc21|CDC54|MGC33310	8q12-q13	NM_005914	gene with protein product	7601140	ENSG00000104738
HGNC:3030	DRG2	developmentally regulated GTP binding protein 2	NA	17p13-p12	NM_001388	gene with protein product	9605870, 7929244	ENSG00000108591
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	GCS1L	7p22.3	NM_006869	gene with protein product	10333475	ENSG00000105963
HGNC:2705	DCN	decorin	DSPG2|SLRR1B	12q23	NM_001920	gene with protein product	8432526	ENSG00000011465
HGNC:4679	GUCA1B	guanylate cyclase activator 1B (retina)	GCAP2	6p21.1	NM_002098	gene with protein product	9119368	ENSG00000112599
HGNC:17591	CLDN23	claudin 23	CLDNL	8p23.1	NM_194284	gene with protein product	12736707	NA
HGNC:17854	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	RENT2|smg-3|KIAA1408|DKFZP434D222	10p14-p13	NM_015542	gene with protein product	11073994, 11113196	ENSG00000151461
HGNC:32131	MIR516A2	microRNA 516a-2	hsa-mir-516a-2|hsa-mir-516-2	19q13.42	NR_030221	RNA, micro	NA	ENSG00000207620
HGNC:2552	CUL2	cullin 2	NA	10p11.2	NM_003591	gene with protein product	8681378	ENSG00000108094
HGNC:34350	C2orf81	chromosome 2 open reading frame 81	LOC388963|hCG40743	2p13.1	NM_001145054	gene with protein product	15815621	ENSG00000159239
HGNC:37507	PIRC3	piwi-interacting RNA cluster 3	NA	1	NA	RNA, cluster	17881367	NA
HGNC:14669	DCD	dermcidin	AIDD|PIF|HCAP|DSEP|DCD-1	12q13.1	NM_053283	gene with protein product	11694882	ENSG00000161634
HGNC:31788	MIR374A	microRNA 374a	hsa-mir-374a|hsa-mir-374	Xq13.2	NR_030785	RNA, micro	NA	ENSG00000199168
HGNC:17807	CHODL	chondrolectin	MT75|FLJ12627|PRED12	21q11.2	NM_024944	gene with protein product	12079284	ENSG00000154645
HGNC:30487	ZNF773	zinc finger protein 773	MGC4728	19q13.43	NM_198542	gene with protein product	12477932	ENSG00000152439
HGNC:8726	PCLD	polycystic liver disease	NA	reserved	NA	phenotype only	NA	NA
HGNC:34303	LRRC69	leucine rich repeat containing 69	NA	8q21.3	NM_001129890	gene with protein product	NA	ENSG00000214954
HGNC:15372	OR4F6	olfactory receptor, family 4, subfamily F, member 6	NA	15	NM_001005326	gene with protein product	NA	ENSG00000184140
HGNC:25597	ZNF701	zinc finger protein 701	FLJ10891	19q13.41	NM_001172655	gene with protein product	NA	ENSG00000167562
HGNC:5989	IL18RAP	interleukin 18 receptor accessory protein	AcPL|CD218b	2q12.1	NM_003853	gene with protein product	9792649	ENSG00000115607
HGNC:23039	KIAA0776	KIAA0776	NLBP	6q16.3	NM_015323	gene with protein product	NA	ENSG00000014123
HGNC:28743	TSPAN33	tetraspanin 33	Penumbra|MGC50844	7q32.3	NM_178562	gene with protein product	16213355, 16242907	ENSG00000158457
HGNC:5039	HNRNPF	heterogeneous nuclear ribonucleoprotein F	NA	10q11.21	NM_001098204	gene with protein product	7499401	ENSG00000169813
HGNC:25223	COQ2	coenzyme Q2 homolog, prenyltransferase (yeast)	FLJ26072|CL640	4q21.23	NM_015697	gene with protein product	15153069	ENSG00000173085
HGNC:19075	TIFA	TRAF-interacting protein with forkhead-associated domain	MGC20791|TIFAA|T6BP|T2BP	4q25	NM_052864	gene with protein product	1179819	ENSG00000145365
HGNC:11761	TFPI2	tissue factor pathway inhibitor 2	PP5|REF1|TFPI-2	7q	NM_006528	gene with protein product	7896752, 8945635	ENSG00000105825
HGNC:14918	TAS2R10	taste receptor, type 2, member 10	T2R10|TRB2	12p13	NM_023921	gene with protein product	10761934, 10766242	ENSG00000121318
HGNC:545	ANXA7	annexin A7	NA	10q22.2	NM_001156	gene with protein product	7515686	ENSG00000138279
HGNC:31034	RPL5P3	ribosomal protein L5 pseudogene 3	HsT18216	15q23	NG_009504	pseudogene	19123937	NA
HGNC:1164	C11orf10	chromosome 11 open reading frame 10	NA	11q12.2	NM_014206	gene with protein product	12427278	ENSG00000134825
HGNC:33253	TRNAA2	transfer RNA alanine 2 (anticodon AGC)	NA	6p22.1	NA	RNA, transfer	3613974	NA
HGNC:38079	USP9YP7	ubiquitin specific peptidase 9, Y-linked pseudogene 7	NA	Yq11.222	NA	pseudogene	NA	NA
HGNC:35922	RPS21P4	ribosomal protein S21 pseudogene 4	NA	4p15.32	NG_009712	pseudogene	19123937	NA
HGNC:15399	OR7A18P	olfactory receptor, family 7, subfamily A, member 18 pseudogene	NA	19	NG_002278	pseudogene	NA	NA
HGNC:17862	SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	DKFZP586K0919|SMT3IP1|DKFZp762A152|SSP3	17p13	NM_015670	gene with protein product	10806345, 11230166	ENSG00000161956
HGNC:12458	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	RPL40|MGC126879|CEP52|HUBCEP52|MGC57125|MGC126881	19p13.1-p12	NM_001033930	gene with protein product	8188300	ENSG00000221983
HGNC:2297	CPA2	carboxypeptidase A2 (pancreatic)	NA	7q32	NM_001869	gene with protein product	7896805, 10860668	ENSG00000158516
HGNC:31796	TCHHL1	trichohyalin-like 1	NA	1q21.3	NM_001008536	gene with protein product	NA	ENSG00000182898
HGNC:9631	PTOS1	ptosis, congenital 1 (autosomal dominant)	NA	1p34.1-p32	NA	phenotype only	9150162	NA
HGNC:27040	SPIN4	spindlin family, member 4	FLJ44984	Xq11.1	NM_001012968	gene with protein product	12477932	ENSG00000186767
HGNC:24118	PARP9	poly (ADP-ribose) polymerase family, member 9	BAL1|BAL	3q13-q21	NM_001146102	gene with protein product	11110709	ENSG00000138496
HGNC:11312	TRIM21	tripartite motif-containing 21	RO52|RNF81	11p15.5-p15.3	NM_003141	gene with protein product	8094596	ENSG00000132109
HGNC:9480	PRSS16	protease, serine, 16 (thymus)	TSSP	6p21	NM_005865	gene with protein product	10527559	ENSG00000112812
HGNC:29212	ZNF512B	zinc finger protein 512B	GM632|MGC149845|MGC149846	20q13.33	NM_020713	gene with protein product	10574462	ENSG00000196700
HGNC:4273	GIT2	G protein-coupled receptor kinase interacting ArfGAP 2	KIAA0148	12q24.1	NM_001135213	gene with protein product	9826657, 10896954	ENSG00000139436
HGNC:3948	FRAXD	fragile site, aphidicolin type, common, fra(X)(q27.2) D	NA	Xq27.2	NA	fragile site	NA	NA
HGNC:8320	OR5B10P	olfactory receptor, family 5, subfamily B, member 10 pseudogene	OR13-34|OR13-67|OR13-64	11q12.1	NG_002306	pseudogene	9500546	NA
HGNC:23756	C21orf126	chromosome 21 open reading frame 126	NA	21q11.2	NG_009314	gene with protein product	NA	NA
HGNC:28873	VTCN1	V-set domain containing T cell activation inhibitor 1	B7S1|B7X|B7H4|B7-H4|FLJ22418	1p12	NM_024626	gene with protein product	12818165, 12818166	ENSG00000134258
HGNC:3432	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	NA	2q33.3-q34	NM_001042599	gene with protein product	7700649, 17018285	ENSG00000178568
HGNC:25396	FREM2	FRAS1 related extracellular matrix protein 2	DKFZp686J0811	13q13.3	NM_207361	gene with protein product	15345741	ENSG00000150893
HGNC:28826	WDR82	WD repeat domain 82	WDR82A|SWD2|MSTP107|MST107|PRO34047|PRO2730	3p21.2	NM_025222	gene with protein product	17355966	ENSG00000164091
HGNC:26391	TMEM182	transmembrane protein 182	FLJ30294	2q12.1	NM_144632	gene with protein product	12477932	ENSG00000170417
HGNC:26941	UFC1	ubiquitin-fold modifier conjugating enzyme 1	HSPC155	1q23.3	NM_016406	gene with protein product	15071506, 11042152	ENSG00000143222
HGNC:37218	CLDN25	claudin 25	NA	11q23.2	NM_001101389	gene with protein product	NA	ENSG00000228607
HGNC:21537	SYCP2L	synaptonemal complex protein 2-like	NO145|dJ62D2.1	6p24.2	NM_001040274	gene with protein product	NA	ENSG00000153157
HGNC:38323	MIR4301	microRNA 4301	hsa-mir-4301	11	NA	RNA, micro	NA	NA
HGNC:12056	TRAJ27	T cell receptor alpha joining 27	NA	14q11.2	NG_001332	T cell receptor gene	8188290	NA
HGNC:20423	SPATA7	spermatogenesis associated 7	HSD3	14q31.3	NM_001040428	gene with protein product	NA	ENSG00000042317
HGNC:14275	MRPL1	mitochondrial ribosomal protein L1	BM022	4q21.1	NM_020236	gene with protein product	NA	ENSG00000169288
HGNC:16494	PLSCR2	phospholipid scramblase 2	NA	3q24	NM_020359	gene with protein product	10930526	ENSG00000163746
HGNC:24861	G6PC3	glucose 6 phosphatase, catalytic, 3	UGRP	17q21.31	NM_138387	gene with protein product	12370122, 12965222	ENSG00000141349
HGNC:32528	PRCD	progressive rod-cone degeneration	RP36	17q25.1	NM_001077620	gene with protein product	16938425	ENSG00000214140
HGNC:2474	CST2	cystatin SA	NA	20p11.2	NM_001322	gene with protein product	NA	ENSG00000170369
HGNC:16112	C20orf118	chromosome 20 open reading frame 118	dJ132F21.2	20q11.23	NM_080628	gene with protein product	NA	ENSG00000101342
HGNC:30093	OSGIN1	oxidative stress induced growth inhibitor 1	OKL38|BDGI	16q23.3	NM_013370	gene with protein product	11459809, 14570898	ENSG00000140961
HGNC:9137	EXOSC9	exosome component 9	p5|p6|PM/Scl-75|Rrp45p|RRP45	4q27	NM_001034194	gene with protein product	NA	ENSG00000123737
HGNC:26074	C12orf48	chromosome 12 open reading frame 48	FLJ20641	12q23.2	NM_017915	gene with protein product	NA	ENSG00000185480
HGNC:10656	SCZD8	schizophrenia disorder 8	NA	18p	NA	phenotype only	9758604	NA
HGNC:11957	MED12	mediator complex subunit 12	OPA1|CAGH45|HOPA|TRAP230|KIAA0192	Xq13	NM_005120	gene with protein product	9225980, 10198638	ENSG00000184634
HGNC:30309	RER1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	NA	1p36	NM_007033	gene with protein product	9309388	ENSG00000157916
HGNC:30046	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1	LPTS|MGC8850|FLJ20565|PinX1|LPTL	8p23	NM_017884	gene with protein product	11003615, 11701125	NA
HGNC:37145	SPRYD5P	SPRY domain containing 5 pseudogene	NA	11q14.3	NG_011760	pseudogene	NA	NA
HGNC:32028	NCRNA00051	non-protein coding RNA 51	NA	8q24.3	NR_024378	gene with no protein product	NA	NA
HGNC:23683	RAB1C	RAB1C, member RAS oncogene family pseudogene	NA	9p13.1	NG_005395	pseudogene	NA	ENSG00000233111
HGNC:36179	RPL4P4	ribosomal protein L4 pseudogene 4	NA	3q27.2	NG_010560	pseudogene	19123937	NA
HGNC:20498	C14orf159	chromosome 14 open reading frame 159	FLJ39975	14q32.12	NM_001102366	gene with protein product	NA	ENSG00000133943
HGNC:4703	GYPB	glycophorin B (MNS blood group)	CD235b|SS|GPB	4q31.21	NM_002100	gene with protein product	NA	ENSG00000250361
HGNC:12375	TSHRL2	thyroid stimulating hormone receptor-like 2	NA	8	NA	unknown	NA	NA
HGNC:1481	CAPNS1	calpain, small subunit 1	30K|CDPS|CANPS|CANP	19q13.1	NM_001003962	gene with protein product	3024120, 3016651	ENSG00000126247
HGNC:36423	RPS10P7	ribosomal protein S10 pseudogene 7	NA	1q32.1	NR_026667	pseudogene	19123937	ENSG00000223396
HGNC:20742	C6orf168	chromosome 6 open reading frame 168	MGC2817|dJ273F20	6q16.3	NM_032511	gene with protein product	12477932	ENSG00000146267
HGNC:23636	GLUD1P7	glutamate dehydrogenase 1 pseudogene 7	bA342C24.3	10q11.22	NA	pseudogene	NA	ENSG00000227194
HGNC:37724	ACTR3BP1	ARP3 actin-related protein 3 homolog B (yeast) pseudogene 1	NA	Yq11.21	NG_005799	pseudogene	NA	NA
HGNC:15226	OR52M2P	olfactory receptor, family 52, subfamily M, member 2 pseudogene	NA	11	NG_004305	pseudogene	NA	ENSG00000226616
HGNC:17445	RPS27P3	ribosomal protein S27 pseudogene 3	NA	12p13.32	NG_005391	pseudogene	19123937	NA
HGNC:8496	VN1R7P	vomeronasal 1 receptor 7 pseudogene	NA	21p11.2	NG_002218	pseudogene	11116092, 10830953	ENSG00000231962
HGNC:19664	GNG8	guanine nucleotide binding protein (G protein), gamma 8	NA	19q13.32	NM_033258	gene with protein product	10819326	ENSG00000167414
HGNC:19927	COILP1	coilin pseudogene 1	NA	14q21.1	NG_002476	pseudogene	NA	NA
HGNC:32794	MIR449B	microRNA 449b	hsa-mir-449b	5q11.2	NR_030387	RNA, micro	NA	ENSG00000207728
HGNC:4046	FZD8	frizzled homolog 8 (Drosophila)	NA	10p11.2	NM_031866	gene with protein product	11295046	ENSG00000177283
HGNC:11261	SPRR2A	small proline-rich protein 2A	NA	1q21-q22	NM_005988	gene with protein product	8325635	ENSG00000241794
HGNC:14418	ELOVL1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	Ssc1	1p34	NM_022821	gene with protein product	NA	ENSG00000066322
